509,651	3126,67
513,11	3227,67
516,567	3088,33
520,022	2749,33
523,474	2488,67
526,924	2346
530,37	2254
533,815	2277
537,257	2245,33
540,696	2287,33
544,133	2325
547,567	2366,67
550,998	2402,67
554,428	2410,33
557,854	2393,33
561,278	2348
564,7	2198,67
568,119	2105,67
571,535	2031,67
574,949	1995,67
578,36	1988,67
581,769	1989,67
585,175	1944,33
588,579	1907,67
591,981	1883,33
595,379	1850
598,776	1840,67
602,17	1820,67
605,561	1819,33
608,95	1793,33
612,336	1814
615,72	1858,67
619,101	1845,33
622,48	1830,67
625,856	1808,33
629,23	1789,33
632,602	1780,33
635,971	1767,67
639,337	1755,33
642,701	1734
646,062	1752,33
649,421	1730
652,778	1719,67
656,132	1683,33
659,484	1692,33
662,833	1688,33
666,18	1695,33
669,524	1690,33
672,866	1704,33
676,205	1688
679,542	1681
682,877	1667,33
686,209	1642,33
689,538	1678,67
692,865	1645
696,19	1657
699,512	1662,33
702,832	1638,67
706,15	1652,67
709,465	1627
712,777	1594,67
716,087	1604
719,395	1577
722,701	1580
726,004	1593,67
729,304	1590,67
732,602	1599,33
735,898	1597,33
739,191	1622,67
742,482	1702,67
745,771	1751,33
749,057	1747
752,341	1680,67
755,622	1636,67
758,901	1606
762,177	1682,33
765,452	1727,33
768,723	1731
771,993	1742
775,26	1704
778,525	1677
781,787	1683,67
785,047	1708,67
788,304	1752,33
791,56	1762,33
794,812	1733
798,063	1667,67
801,311	1588,67
804,557	1540,33
807,8	1560,33
811,041	1554,67
814,28	1566,67
817,516	1573,67
820,751	1612,33
823,982	1591,33
827,212	1623
830,439	1628
833,663	1651
836,886	1699,67
840,106	1747,67
843,323	1775,33
846,539	1823,67
849,752	1886,33
852,963	1885
856,171	1886
859,377	1803
862,581	1758
865,782	1704,33
868,982	1641
872,179	1585
875,373	1553,33
878,565	1476,67
881,755	1472,67
884,943	1422
888,128	1371,67
891,311	1359,33
894,492	1366
897,671	1330,67
900,847	1329,33
904,021	1322,33
907,193	1308,33
910,362	1295,67
913,529	1297,67
916,694	1276,67
919,856	1306,67
923,017	1301,67
926,175	1309
929,331	1302,67
932,484	1323,67
935,635	1343
938,784	1364,33
941,931	1429
945,075	1451
948,218	1478,33
951,358	1431,33
954,495	1400,67
957,631	1387,33
960,764	1308
963,895	1309,67
967,024	1284,33
970,15	1263
973,274	1271
976,397	1260
979,516	1233,67
982,634	1226
985,749	1228,33
988,862	1239,33
991,973	1211,67
995,082	1223
998,188	1202,67
1001,293	1201,33
1004,395	1175
1007,495	1184,33
1010,592	1194
1013,688	1180,33
1016,781	1191,33
1019,872	1194,33
1022,961	1194,33
1026,047	1205,33
1029,132	1182,67
1032,214	1203,33
1035,294	1228,67
1038,372	1226,67
1041,448	1201,33
1044,521	1224
1047,592	1230,67
1050,661	1283,67
1053,728	1322,33
1056,793	1419
1059,856	1615,33
1062,916	1873,67
1065,974	2135
1069,03	2341
1072,084	2307,33
1075,136	2106
1078,186	1816,67
1081,233	1575
1084,278	1412,67
1087,321	1324,67
1090,362	1280,33
1093,401	1251,33
1096,438	1224,33
1099,472	1197,67
1102,505	1159,33
1105,535	1162,67
1108,563	1140,33
1111,589	1105,67
1114,613	1116,67
1117,634	1080,67
1120,654	1113
1123,671	1129,67
1126,687	1114,67
1129,7	1082,33
1132,711	1094,67
1135,72	1079,67
1138,726	1046,67
1141,731	1054,67
1144,734	1040
1147,734	1021,33
1150,732	1037,33
1153,728	1033,33
1156,723	1067,33
1159,715	1090,33
1162,704	1102
1165,692	1126
1168,678	1141,67
1171,661	1136,67
1174,643	1131
1177,622	1121,33
1180,6	1130,33
1183,575	1116,33
1186,548	1059,67
1189,519	1040
1192,488	987
1195,455	981,67
1198,42	954,67
1201,382	972
1204,343	953
1207,301	974
1210,258	945
1213,212	951,67
1216,165	982
1219,115	997
1222,063	1042,33
1225,009	1074
1227,953	1146,33
1230,895	1231,67
1233,835	1392
1236,773	1579,67
1239,709	1871,67
1242,643	2173,33
1245,575	2468,67
1248,504	2722,67
1251,432	2918,33
1254,358	2958,33
1257,281	2926,33
1260,203	2837,33
1263,122	2738
1266,04	2524,33
1268,955	2361,33
1271,869	2206
1274,78	2038
1277,689	1945,67
1280,597	1876,67
1283,502	1976
1286,405	2102
1289,306	2439,33
1292,206	2917,33
1295,103	3592,33
1297,998	4250,33
1300,891	4669,67
1303,782	4731,33
1306,672	4779,33
1309,559	5280
1312,444	6393
1315,327	7078
1318,208	6416,67
1321,087	4905,33
1323,965	3434
1326,84	2540
1329,713	2146
1332,584	1982,67
1335,453	1988
1338,32	2127
1341,186	2521,33
1344,049	3442
1346,91	5047
1349,769	6806
1352,627	7559,33
1355,482	6648,67
1358,335	4901,67
1361,187	3387
1364,036	2452,67
1366,883	1919,33
1369,729	1578,33
1372,572	1342,67
1375,414	1178,67
1378,253	1058,33
1381,091	987
1383,926	923
1386,76	875,67
1389,592	832,33
1392,422	809,33
1395,249	774,33
1398,075	753,33
1400,899	726
1403,721	684,67
1406,541	698,33
1409,359	651,67
1412,175	677,33
1414,99	669,67
1417,802	662,67
1420,612	692,33
1423,421	685,33
1426,227	726,33
1429,032	732,67
1431,834	752,33
1434,635	760
1437,434	772
1440,23	803
1443,025	844,67
1445,818	873,33
1448,609	914,33
1451,398	982
1454,186	1065
1456,971	1081,33
1459,754	1005,33
1462,536	916
1465,315	899,67
1468,093	850,67
1470,869	858
1473,643	841
1476,415	833,33
1479,185	776,33
1481,953	787,67
1484,719	778
1487,484	753,67
1490,246	739
1493,007	749,33
1495,766	772
1498,522	771,33
1501,277	766,67
1504,031	810,33
1506,782	854
1509,531	925,33
1512,278	996
1515,024	1020
1517,768	1039,33
1520,51	1003,67
1523,249	1024,33
1525,988	985
1528,724	1013
1531,458	1026
1534,191	1087,33
1536,921	1183
1539,65	1272,67
1542,377	1389,67
1545,102	1506,33
1547,825	1693
1550,546	1931,67
1553,266	2330,67
1555,984	2939,67
1558,699	3954
1561,413	5707,67
1564,125	8541
1566,836	11875
1569,544	13929
1572,251	13957,67
1574,955	13299
1577,658	12567,33
1580,359	10884,33
1583,058	8352,67
1585,756	5802,33
1588,451	4011,33
1591,145	2885
1593,837	2229
1596,527	1870,67
1599,215	1697,67
1601,902	1609,33
1604,586	1567
1607,269	1423,33
1609,95	1193,33
1612,629	1053,67
1615,307	910,67
1617,982	831,67
1620,656	797
1623,328	754,33
1625,998	725,67
1628,666	699,67
1631,333	660,67
1633,997	656,67
1636,66	641,67
1639,321	625,33
1641,981	621
1644,638	592,67
1647,294	623,33
1649,948	599
1652,6	578,33
1655,25	597
1657,899	589
1660,545	581,33
1663,19	599,67
1665,834	585,33
1668,475	568,67
1671,115	579,67
1673,752	585,33
1676,389	556,33
1679,023	572
1681,655	568,67
1684,286	595,33
1686,915	609
1689,542	642,67
1692,168	675,67
1694,791	701,33
1697,413	775,67
1700,033	880,67
1702,652	989,33
1705,269	1074,33
1707,883	1148,33
1710,497	1237,33
1713,108	1270
1715,717	1310,67
1718,325	1331
1720,931	1371
1723,536	1365,33
1726,138	1315,33
1728,739	1269
1731,338	1147,67
1733,936	989
1736,531	875
1739,125	749,33
1741,718	665,67
1744,308	604
1746,897	564
1749,484	524,67
1752,069	504,33
1754,652	477
1757,234	483,33
1759,814	471,33
1762,392	486,67
1764,969	462,67
1767,544	459,67
1770,117	464,33
1772,689	428,33
1775,258	424,33
1777,826	427,67
1780,393	418,33
1782,957	432,67
1785,52	413
1788,081	398
1790,641	385,67
1793,198	398,67
1795,754	404
1798,309	396,67
1800,861	380,33
1803,412	392,33
1805,961	380,67
1808,509	390
1811,055	377,33
1813,599	365,67
1816,141	372,67
1818,682	378,33
1821,221	353
1823,759	360
1826,294	367
1828,828	348
1831,361	356,33
1833,891	342,33
1836,42	344
1838,947	346,67
1841,473	345,67
1843,997	322,33
1846,519	337,67
1849,04	336
1851,559	332,67
1854,076	318
1856,591	327
1859,105	324,33
1861,617	309,33
1864,128	313,33
1866,637	313
1869,144	321,33
1871,65	314,67
1874,154	328,33
1876,656	319,67
1879,156	306,33
1881,655	298
1884,153	285
1886,648	300,33
1889,142	287,33
1891,635	301
1894,125	283,33
1896,614	291,33
1899,102	275
1901,587	295,67
1904,071	285,67
1906,554	277
1909,035	275
1911,514	271
1913,991	275
1916,467	265,33
1918,942	267,33
1921,414	260,67
1923,885	246,33
1926,355	261,67
1928,822	243
1931,289	257
1933,753	247,67
1936,216	261,33
1938,677	262,67
1941,137	229
1943,595	225
1946,051	255,33
1948,506	243,33
1950,959	237,67
1953,411	241,33
1955,861	239,67
1958,309	227
1960,756	230
1963,201	217,67
1965,644	227,33
1968,086	232,33
1970,526	216
1972,965	228
1975,402	225
1977,838	217,33
1980,272	207
1982,704	215,67
1985,135	216
1987,564	216
1989,991	223,33
1992,417	208,67
1994,841	215,67
1997,264	224,33
1999,685	193,67
2002,105	199,67
2004,523	201
2006,939	191,33
2009,354	204,33
2011,767	190,67
2014,179	191
2016,589	177,67
2018,997	183,67
2021,404	182,33
2023,81	196,33
2026,213	180,33
2028,616	184
2031,016	186,67
2033,415	179
2035,813	192,67
2038,209	174,67
2040,603	181
2042,996	166,33
2045,387	172
2047,777	178,33
2050,165	169
2052,551	173,33
2054,936	170
2057,32	166,33
2059,702	160
2062,082	157,67
2064,461	159,33
2066,838	166
2069,214	157,67
2071,588	153
2073,96	161
2076,331	146,33
2078,701	152
2081,069	132,67
2083,435	145
2085,8	162
2088,163	133,67
2090,525	135,67
2092,886	136
2095,244	125
2097,601	122,67
2099,957	122,67
2102,311	136
2104,664	126,67
2107,015	115,67
2109,364	103,67
2111,712	115,67
2114,059	125
2116,404	119,33
2118,747	130,67
2121,089	115,33
2123,43	119,67
2125,769	106
2128,106	115,67
2130,442	102
2132,776	120,33
2135,109	118
2137,44	89,67
2139,77	111
2142,098	99,33
2144,425	100
2146,75	104,33
2149,074	103,33
2151,397	95
2153,717	93
2156,037	97
2158,354	98
2160,671	98
2162,985	108,67
2165,299	94,33
2167,61	94,67
2169,921	93
2172,23	97,33
2174,537	112,33
2176,843	88,33
2179,147	98,33
2181,45	86,67
2183,751	108
2186,051	91,67
2188,349	84,67
2190,646	90,67
2192,942	77,33
2195,236	77,33
2197,528	92,67
2199,819	93,67
2202,109	86,67
2204,397	84
2206,683	77
2208,968	86
2211,252	82
2213,534	76
2215,815	71,67
2218,094	83,33
2220,372	65,33
2222,648	71,67
2224,923	70
2227,196	71,33
2229,468	67,33
2231,738	60,67
2234,007	67
2236,275	71
2238,541	59
2240,806	57
2243,069	51
2245,33	67
2247,591	68,33
2249,849	68,67
2252,107	54,67
2254,363	52,33
2256,617	60
2258,87	63,67
2261,122	51,33
2263,372	52,67
2265,62	59,33
2267,868	54
2270,113	54,33
2272,358	51
2274,601	47,33
2276,842	43,67
2279,082	47,33
2281,321	45,67
2283,558	36,67
2285,794	48,67
2288,028	33,33
2290,261	39
2292,492	43
2294,722	33
2296,951	39,67
2299,178	36,33
2301,404	41
2303,628	37,33
2305,851	27,33
2308,072	34
2310,292	15,33
2312,511	24
2314,728	38,33
2316,944	23,67
2319,159	23,67
2321,372	15,67
2323,583	30,67
2325,793	24
2328,002	24
2330,209	27,33
2332,415	34
2334,62	20
2336,823	31,33
2339,025	20
2341,225	20,67
2343,424	23
2345,621	15
2347,817	18
2350,012	31,33
2352,206	21,67
2354,397	14,67
2356,588	25
2358,777	16,33
2360,965	16,67
2363,151	21,33
2365,336	18,33
2367,52	17,33
2369,702	11,33
2371,883	14,67
2374,062	12
2376,24	7,33
2378,417	13
2380,592	6,33
2382,766	16,33
2384,938	-0,67
2387,11	7,33
2389,279	13,67
2391,448	14,67
2393,615	9,33
2395,78	5,33
2397,944	1,33
2400,107	-9
2402,269	2
2404,429	3,33
2406,588	3,67
2408,745	4
2410,901	-5
2413,056	7,67
2415,209	7,33
2417,361	1
2419,512	5,67
2421,661	-2,67
2423,809	6
2425,955	3,67
2428,1	6,67
2430,244	0,67
2432,386	11
2434,527	-1,67
2436,667	-0,33
2438,806	-0,33
2440,943	-6,33
2443,078	-0,33
2445,213	6
2447,345	-7,33
2449,477	-12
2451,607	-3,33
2453,736	-8,33
2455,864	-10
2457,99	-8,33
2460,115	-2,67
2462,239	-5,33
2464,361	-11,67
2466,482	-6
2468,601	-18,67
2470,719	-10
2472,836	-12
2474,952	-30,67
2477,066	-9,67
2479,179	-17,33
2481,29	-16
2483,401	-11
2485,509	-1,67
2487,617	-4,67
2489,723	-10,33
2491,828	-17,33
2493,932	-13,33
2496,034	-15,33
2498,135	-30,33
2500,234	-17
2502,333	-14,33
2504,43	-21,67
2506,525	-9,67
2508,62	-15
2510,713	-21,67
2512,804	-9,67
2514,895	-25
2516,984	-16
2519,071	-13,33
2521,158	-15
2523,243	-25
2525,327	-20,67
2527,409	-14,67
2529,491	-19,67
2531,571	-23,67
2533,649	-18,67
2535,726	-21,67
2537,802	-24,33
2539,877	-26,67
2541,951	-21,67
2544,023	-12,67
2546,093	-23,33
2548,163	-24,33
2550,231	-11,67
2552,298	-17,67
2554,364	-15,67
2556,428	-20
2558,491	-20,67
2560,553	-26
2562,613	-17,33
2564,672	-27
2566,73	-23,33
2568,787	-15,67
2570,842	-20
2572,896	-17,33
2574,949	-12
2577	-20
2579,05	-14,33
2581,099	-21,33
2583,147	-24
2585,193	-23,67
2587,238	-15,67
2589,282	-24,67
2591,324	-21,67
2593,366	-23,67
2595,406	-21,33
2597,444	-17,67
2599,482	-21
2601,518	-28,67
2603,553	-30
2605,586	-20,33
2607,618	-29
2609,65	-19,67
2611,679	-23,33
2613,708	-30,33
2615,735	-30,33
2617,761	-34,33
2619,786	-35,33
2621,809	-24,67
2623,831	-19,67
2625,852	-33,67
2627,872	-30,33
2629,89	-32,67
2631,908	-33
2633,924	-27,67
2635,938	-22,67
2637,952	-18,67
2639,964	-22,67
2641,975	-6,67
2643,984	-10
2645,993	-32
2648	-19,67
2650,006	-28,33
2652,01	-27,33
2654,014	-29
2656,016	-25,33
2658,017	-25
2660,017	-34,33
2662,015	-31
2664,012	-23,33
2666,008	-35,67
2668,003	-27,67
2669,996	-39,33
2671,989	-32,67
2673,98	-41
2675,97	-44,67
2677,958	-44,33
2679,945	-38,33
2681,931	-38
2683,916	-44,67
2685,9	-38,33
2687,882	-35
2689,863	-41
2691,843	-39,33
2693,822	-42,33
2695,8	-37
2697,776	-42,33
2699,751	-41
2701,725	-38,33
2703,697	-38
2705,669	-33
2707,639	-32,67
2709,608	-26,33
2711,575	-39,33
2713,542	-40,33
2715,507	-25,33
2717,471	-28,67
2719,434	-30,67
2721,396	-28,33
2723,356	-29,33
2725,315	-28,67
2727,273	-30,67
2729,23	-40,67
2731,186	-38
2733,14	-31,67
2735,093	-31
2737,045	-27,67
2738,996	-30,67
2740,946	-30,67
2742,894	-22,33
2744,841	-37,67
2746,787	-29
2748,732	-34,67
2750,675	-35
2752,618	-29
2754,559	-25,67
2756,499	-27
2758,438	-31,33
2760,375	-25,67
2762,311	-21,33
2764,247	-28
2766,181	-19,33
2768,113	-31,33
2770,045	-14,67
2771,975	-18,67
2773,905	-12,33
2775,833	-21,33
2777,76	-21,33
2779,685	-19,67
2781,61	-6,33
2783,533	-26,67
2785,455	-20,67
2787,376	-24,67
2789,296	-2,67
2791,214	-10,67
2793,132	-14,33
2795,048	-20,67
2796,963	-9,33
2798,877	-12
2800,79	-11,67
2802,701	-5,33
2804,611	-0,33
2806,521	12,33
2808,429	4
2810,335	5,67
2812,241	4,67
2814,146	8,33
2816,049	15,67
2817,951	17,67
2819,852	-1,33
2821,752	0
2823,65	-2,67
2825,548	-1
